rally,serve,hitpoint,speed,net.clearance,distance.from.sideline,depth,outside.sideline,outside.baseline,player.distance.travelled,player.impact.depth,player.impact.distance.from.center,player.depth,player.distance.from.center,previous.speed,previous.net.clearance,previous.distance.from.sideline,previous.depth,opponent.depth,opponent.distance.from.center,same.side,previous.hitpoint,previous.time.to.net,server.is.impact.player,id,train,outcome,gender
3,2,F,43.50175139,0.470787352,0.579747502,1.646868942,FALSE,FALSE,3.898338236,12.7702,4.001,10.8992,0.581,33.94123181,0.894790747,1.072319399,5.011172583,16.1012,5.8102,FALSE,B,0.620467747,TRUE,7234,1,W,mens
20,1,B,27.35265719,3.24048272,1.517304279,3.377428785,TRUE,TRUE,0.136348524,12.9548,3.4336,12.8234,3.3972,32.60871625,1.220404709,0.707476723,1.903691095,13.5902,3.1692,FALSE,F,0.506503544,FALSE,7972,1,UE,mens
6,2,F,40.53444442,-0.078703492,2.576893812,7.280919039,FALSE,FALSE,2.568696175,14.1998,2.8462,14.2596,0.2782,34.26986972,0.347691107,1.231735162,3.651903634,10.1354,1.8578,FALSE,F,0.33755494,FALSE,4985,1,FE,mens
11,2,B,36.72009826,1.005814603,0.422994605,0.955328204,TRUE,FALSE,1.626938745,14.0994,4.38,14.4612,2.7938,30.74854085,0.310313897,1.179064614,6.806928489,13.7382,1.3366,FALSE,F,0.534774542,TRUE,2712,1,UE,mens
3,1,F,36.77987575,-0.107893311,2.243926081,8.307881981,FALSE,FALSE,1.801233278,12.7564,0.067,11.014,0.5236,24.39612353,1.706667331,3.243389827,3.893441755,15.7494,2.7992,FALSE,F,0.78331133,TRUE,2192,1,UE,mens
4,2,F,30.69396202,0.119991751,1.870428553,4.141237903,FALSE,FALSE,9.109560879,10.9832,3.2258,14.9946,4.953,16.56206031,0.561717187,2.067967204,5.594199433,6.6806,1.4532,TRUE,B,0.409743815,FALSE,1585,1,W,mens
3,1,F,49.16724626,-0.094858732,1.007268828,5.967556803,FALSE,FALSE,3.288719197,13.3984,2.6958,10.737,0.7638,30.22137762,1.405477949,2.794700779,2.792743846,16.4136,1.677,FALSE,B,0.65253204,TRUE,1260,1,UE,mens
5,1,B,42.07180514,0.416667575,0.093670448,1.362900788,FALSE,FALSE,2.364238533,13.4716,2.9972,13.2744,0.6412,34.03501745,0.530296087,1.273555682,5.57880655,14.6614,0.5804,TRUE,F,0.50491848,TRUE,3421,1,W,mens
4,1,F,44.54985068,0.44473781,0.195674428,0.168122034,FALSE,FALSE,2.325083955,13.9932,2.9782,13.7604,0.6648,39.12410766,0.193048747,1.73403807,5.485063296,12.4624,3.1572,FALSE,F,0.374069081,FALSE,6903,1,W,mens
3,1,F,37.009971,-0.022207177,1.328009059,6.845859182,FALSE,FALSE,1.609157655,12.584,1.0968,11.13,0.4074,29.58783757,0.905049472,3.213512789,2.979453872,12.7778,5.0832,FALSE,B,0.495729855,TRUE,6189,1,UE,mens
7,2,F,31.10552712,0.155708597,2.227359041,7.180617481,FALSE,FALSE,5.767474404,5.9744,1.2846,11.6842,2.0982,21.95475294,2.153486895,3.913504317,6.58126229,14.652,3.3634,TRUE,V,0.891750854,TRUE,5792,1,W,mens
4,1,F,38.40440145,0.239255063,0.434879721,5.283522439,FALSE,FALSE,6.825828741,10.3706,5.0666,15.5576,0.6296,13.59725857,2.177092088,0.573702437,2.505524641,5.41,1.1944,TRUE,B,0.537057074,FALSE,6180,1,W,mens
4,1,F,33.45956979,0.034768269,0.371783901,5.694749366,FALSE,FALSE,1.04213099,13.4184,2.6986,13.0274,1.7326,35.14338809,0.586249068,1.925736567,3.304082621,11.6524,4.2158,FALSE,B,0.386319063,FALSE,1362,1,W,mens
3,1,B,32.51813126,1.088890779,0.091107774,3.249941802,FALSE,FALSE,5.355905096,5.3176,2.5718,9.755,0.4274,21.30179531,2.141495929,0.958267313,7.228214815,14.0392,5.5728,FALSE,V,0.821672476,TRUE,8195,1,W,mens
7,2,F,41.78085824,0.569134703,0.305514546,1.186676723,FALSE,FALSE,1.484284932,12.0886,1.496,13.541,1.19,30.68147111,0.236777616,3.288124841,7.770870771,15.496,3.2856,FALSE,B,0.617897655,TRUE,1803,1,W,mens
7,1,F,33.57392287,1.339621366,0.3430564,1.87359785,TRUE,FALSE,2.198284395,13.0576,1.485,11.8244,0.3348,34.92912542,0.604771962,2.756737616,4.559444896,15.0604,2.2192,TRUE,B,0.510746499,TRUE,5698,1,UE,mens
12,1,F,36.01929604,1.655749886,3.54922806,0.596374745,FALSE,TRUE,1.405634746,14.2878,1.0814,13.5728,0.1288,34.26816442,0.936263604,2.455766673,2.396440728,14.6008,1.2982,TRUE,B,0.502611336,FALSE,2870,1,UE,mens
4,1,F,32.87341464,2.756805019,1.955493257,2.041428302,FALSE,TRUE,3.29604233,15.6562,3.5882,15.3842,0.3034,42.23225311,0.377126285,1.964363404,4.9075312,12.917,3.9432,FALSE,F,0.356605144,FALSE,8820,1,FE,mens
3,2,U,20.91269806,0.503673728,0.508303995,1.785913697,TRUE,FALSE,3.616576337,5.7706,1.2038,9.1192,0.1624,33.83416611,0.9353977,3.999862356,6.294198279,14.467,5.3922,FALSE,V,0.511093843,TRUE,348,1,UE,mens
9,2,F,32.12023756,1.782653519,3.534608628,0.299452346,FALSE,TRUE,4.34547723,15.1658,1.6304,13.9078,2.529,37.4028015,0.579525319,1.123960674,3.235439515,13.0068,2.1456,FALSE,F,0.388414868,TRUE,6127,1,UE,mens
3,1,F,45.59628981,0.794690342,2.503012175,0.161055483,FALSE,TRUE,1.572146278,12.1574,1.764,10.7668,1.0306,25.4541227,1.061771308,3.855171865,6.688493801,17.3922,2.0806,FALSE,B,0.852922566,TRUE,7853,1,UE,mens
4,1,F,42.49798372,0.076629484,1.090922396,3.57067482,FALSE,FALSE,3.616593945,12.4494,3.5122,12.9804,0.0652,29.55648285,0.37145256,1.871485041,6.108919679,12.3892,3.4318,TRUE,B,0.495560081,FALSE,3207,1,W,mens
6,1,B,41.5435925,0.424121139,0.365231222,2.395919362,TRUE,FALSE,3.978679163,13.7586,1.9718,14.4904,1.939,31.25176359,0.421906647,1.527856455,5.159341745,13.181,1.397,FALSE,B,0.476597974,FALSE,6350,1,UE,mens
3,1,F,39.33832332,0.340133879,0.244619555,1.656247313,FALSE,FALSE,5.36741328,11.7864,5.8186,10.9548,0.516,26.2819229,0.57210766,0.303255619,6.459142748,12.8414,4.9212,FALSE,B,0.621522206,TRUE,825,1,W,mens
4,1,F,27.71394631,0.689018077,0.852543488,0.846426425,FALSE,TRUE,10.93408769,8.267,2.999,13.7754,6.4462,11.49103054,1.251514748,1.015541561,6.513676174,5.5106,1.1782,TRUE,F,0.554412731,FALSE,6580,1,UE,mens
3,1,F,43.91061786,1.015283328,1.481708433,2.230600833,FALSE,TRUE,0.744949287,11.3886,1.2688,10.7866,0.83,29.64227014,0.504745823,4.088376621,7.241058013,17.204,1.0138,FALSE,B,0.697144824,TRUE,6778,1,UE,mens
4,1,B,32.85578229,1.875856024,0.757304418,0.247893227,FALSE,TRUE,2.30632571,15.4496,2.4026,14.8544,0.1744,37.97408587,0.908423905,1.272343911,3.368698824,13.9042,2.1338,TRUE,F,0.425565677,FALSE,3641,1,UE,mens
4,2,B,34.48792797,-0.195909135,0.002509419,6.696945317,FALSE,FALSE,0.649156807,12.3524,2.9966,12.019,2.4396,30.73570433,0.72807321,1.369209367,2.845948706,12.8762,3.3646,FALSE,B,0.509389932,FALSE,1968,1,UE,mens
5,1,F,35.19130588,-0.182018733,1.571675045,8.140526421,FALSE,FALSE,0.85215515,12.5764,0.7208,12.601,0.131,38.48572244,0.359592857,3.505372923,4.451407698,15.2304,2.6086,TRUE,F,0.469588696,TRUE,772,1,UE,mens
3,2,B,20.04433419,-0.711937431,3.099869744,11.26244766,FALSE,FALSE,1.673242027,12.8518,2.3954,11.8726,1.0386,40.14272302,0.39808295,2.253306376,4.34687873,11.8556,4.3954,FALSE,F,0.342346446,TRUE,512,1,FE,mens
7,1,B,36.80439887,1.076239997,0.389446069,0.746920211,TRUE,FALSE,3.034266976,12.6864,3.6688,13.4202,0.7246,29.20955936,0.351403862,1.54581863,6.185758873,12.7926,1.9776,FALSE,B,0.526071363,TRUE,8719,1,UE,mens
9,2,F,38.86092631,-0.224339735,1.655256628,8.920918741,FALSE,FALSE,0.371741954,13.478,1.506,13.7902,1.3042,34.21945333,0.562359815,3.728566519,3.505874848,13.1716,2.283,FALSE,B,0.449077415,TRUE,1794,1,UE,mens
5,1,F,41.02343362,0.58815518,0.713785791,2.783377185,FALSE,FALSE,2.034082752,14.1042,0.2948,13.7334,2.2948,29.73554242,1.832392165,3.752781161,1.848302538,15.5762,1.1724,TRUE,F,0.641744913,TRUE,7952,1,W,mens
4,2,B,35.6039289,0.137370839,1.167213006,5.332035783,FALSE,FALSE,3.96919087,11.7792,1.2298,11.3696,2.7182,26.88795752,0.210648428,1.355316927,5.908548221,12.3248,3.5028,FALSE,F,0.522412977,FALSE,5542,1,W,mens
3,2,F,29.846066,1.985585099,3.072713966,1.022193052,FALSE,TRUE,0.80199813,12.9034,0.447,12.1024,0.487,36.11205238,0.536716412,3.368348387,2.70642926,12.3724,2.6872,FALSE,B,0.39330606,TRUE,1363,1,UE,mens
8,1,B,38.22630292,-0.150420849,1.183771203,6.844838796,FALSE,FALSE,3.503667684,13.37,4.1404,13.6432,0.6474,34.9900132,0.194405571,1.551953883,6.940336483,14.0444,3.5168,FALSE,F,0.493318743,FALSE,3016,1,UE,mens
6,1,F,39.5238742,0.227574004,0.394107145,4.82740572,FALSE,FALSE,3.680456885,15.7022,3.358,15.5474,0.3192,43.49122205,0.342935203,1.068097047,3.510591306,8.6802,1.1116,FALSE,F,0.295238547,FALSE,9104,1,W,mens
3,1,U,43.14958915,0.574056633,0.905624061,2.152361714,FALSE,FALSE,3.48055091,10.2468,1.9498,11.3358,1.356,18.67228182,2.151249279,1.399398187,5.842050702,13.3128,2.3134,FALSE,F,0.934784584,TRUE,6245,1,W,mens
4,1,B,32.80468186,-0.250609097,1.196401537,6.908251267,FALSE,FALSE,0.636295529,13.046,2.8642,13.16,2.2382,33.84497857,0.240283195,2.048588144,3.289811975,7.8098,2.8968,FALSE,B,0.255655566,FALSE,578,1,FE,mens
4,1,B,19.90176782,3.97953388,2.181062522,0.669467986,FALSE,TRUE,6.105729142,15.23,1.7722,13.014,3.9172,37.64913782,0.515274777,1.202317099,3.497243441,12.8492,1.2422,FALSE,F,0.386432994,FALSE,770,1,FE,mens
3,1,F,40.13337248,0.232254172,3.453269801,4.129899963,FALSE,FALSE,6.042964071,6.8312,2.8932,11.5038,0.9388,16.17816302,2.18589285,2.801156543,6.558329988,13.417,2.2486,FALSE,B,1.172254148,TRUE,78,1,W,mens
7,1,F,24.94760971,0.328534635,1.048013528,4.738195441,FALSE,FALSE,1.917584522,3.7812,0.8842,3.8768,1.031,18.8501651,1.353489473,3.596445667,9.065297703,12.4854,2.948,TRUE,V,0.880326008,TRUE,1166,1,W,mens
6,2,U,23.99563101,-0.017229527,3.351111492,7.20862664,FALSE,FALSE,5.102087075,7.2956,1.9298,11.1922,1.3638,24.36610747,1.20500265,1.063799863,4.830270542,13.6458,4.5794,FALSE,V,0.692645763,FALSE,3336,1,FE,mens
7,1,F,39.55314079,-0.942093315,0.169139862,11.26345694,FALSE,FALSE,3.630326487,16.4476,4.197,17.0404,0.6154,45.56402964,0.138783791,2.216338094,7.359607903,9.3696,0.5568,FALSE,F,0.225510507,TRUE,5731,1,FE,mens
10,2,F,28.24368831,0.652910965,2.075773876,0.294979846,FALSE,TRUE,3.027149009,6.7384,0.8372,9.1478,0.9954,32.90731053,1.115910141,2.2469902,5.590385151,15.0302,3.0334,FALSE,V,0.530149191,FALSE,9511,1,UE,mens
4,2,B,23.19069005,-0.508226988,2.843190561,9.876613696,FALSE,FALSE,6.034095611,13.9568,4.3534,12.3198,1.4544,32.83175532,0.577234788,0.286739607,3.892883087,12.757,1.5146,TRUE,B,0.464795522,FALSE,8948,1,FE,mens
9,1,F,40.84054931,0.057530943,0.328676802,3.951482446,FALSE,FALSE,3.932733345,13.2006,3.509,13.054,0.421,35.61453421,0.886913147,0.675329304,3.350975863,14.567,1.8862,TRUE,F,0.504849308,TRUE,2928,1,W,mens
6,2,B,32.6461994,-0.023710852,0.132333104,6.249933615,TRUE,FALSE,0.474930269,13.5026,0.9088,13.7602,0.5098,36.28032898,0.494690726,3.090225473,2.286144808,13.402,1.63,FALSE,B,0.427167218,FALSE,1929,1,UE,mens
8,1,F,28.50692517,0.762605888,0.606756128,4.825188767,FALSE,FALSE,3.757230624,12.5246,0.9526,11.0482,2.5024,20.65650612,0.562549106,2.008877943,2.078877288,8.7238,4.8292,FALSE,B,0.459522895,FALSE,2668,1,W,mens
11,2,F,25.28425669,0.273664457,0.61323971,5.251421629,TRUE,FALSE,4.732061576,14.533,1.3624,14.004,3.34,36.42095826,0.0463766,1.387231558,4.653637178,12.7354,2.3258,FALSE,B,0.399316727,TRUE,8926,1,FE,mens
4,2,F,43.8512318,0.862103335,0.528672468,0.374013367,TRUE,TRUE,6.363795713,13.2334,0.6892,11.5746,5.4546,22.68609047,1.492048181,2.300684387,1.999896548,12.7886,1.2076,FALSE,U,0.659326453,FALSE,776,1,UE,mens
4,2,B,38.2618769,0.42569754,0.484234206,0.551390006,FALSE,FALSE,2.549997851,12.363,3.5714,13.718,1.4112,30.35039256,0.230897628,1.888880852,5.924918168,12.7692,3.559,FALSE,B,0.503782916,FALSE,680,1,W,mens
4,2,B,29.31647146,0.530380718,1.882430125,4.564460035,FALSE,FALSE,3.884179615,13.6614,3.1846,12.3436,0.4692,38.0905624,0.037585814,1.444586445,5.448700049,12.4472,0.4534,TRUE,B,0.375834356,FALSE,5001,1,FE,mens
3,1,B,26.00366958,0.094120527,0.025810509,5.748649385,FALSE,FALSE,3.361321675,8.7358,1.342,11.4076,0.6976,20.33946237,0.035027895,2.503853348,8.407588634,12.4484,2.6978,FALSE,B,0.729526418,TRUE,2519,1,W,mens
9,1,B,36.99291116,0.370961009,0.197659529,2.846940784,FALSE,FALSE,2.906960282,12.0548,1.698,13.8,0.6268,23.08371251,0.927949801,1.258905252,3.126847297,13.421,3.8292,FALSE,F,0.712769434,TRUE,3341,1,W,mens
8,2,F,9.964412428,0.217983825,0.432589125,9.140470553,TRUE,FALSE,3.955329296,4.5644,1.8206,7.5814,0.7372,28.45082675,0.516502818,1.249896106,7.010792117,14.7988,2.068,TRUE,F,0.64018042,FALSE,4854,1,FE,mens
5,1,F,39.38060957,0.20565209,1.30368337,6.579253337,FALSE,FALSE,6.282436486,5.306,1.466,11.1766,0.7712,15.10323284,2.380579093,4.11379103,8.189803029,13.6358,3.2608,TRUE,B,1.44522987,TRUE,3198,1,W,mens
6,1,V,37.68481242,-0.151008423,1.626814233,11.77322689,FALSE,FALSE,7.706482064,7.8112,3.1092,13.973,1.5192,14.17529374,0.883581242,0.381543188,6.784299416,9.3886,2.669,FALSE,B,0.774833917,FALSE,9125,1,UE,mens
6,1,F,25.92822919,1.374211324,2.692749531,0.094671381,FALSE,TRUE,2.984645842,13.7874,3.728,13.3792,0.7714,38.5671716,0.538902129,0.49085733,2.999749489,13.3244,0.9726,FALSE,F,0.405657266,FALSE,4632,1,FE,mens
5,2,B,38.26254619,0.4595118,0.267223355,1.616754339,FALSE,FALSE,2.663673081,12.867,5.1066,12.8168,2.4434,26.64168359,0.987910749,0.176902971,4.412862699,12.4148,2.7762,FALSE,B,0.575286437,TRUE,7519,1,W,mens
8,2,F,41.76842484,0.550260483,0.494645944,0.634604479,FALSE,FALSE,2.03303817,13.383,1.8322,13.9172,0.1294,35.75595545,0.487167016,2.124951246,3.847485889,13.4936,1.014,TRUE,F,0.471769215,FALSE,5620,1,W,mens
4,2,F,21.37861209,-0.709265935,3.345665958,11.29962451,FALSE,FALSE,1.49757086,13.274,0.3418,12.5302,1.6416,37.08448216,0.456071119,3.334190782,1.84686545,12.6774,2.213,FALSE,B,0.383901129,FALSE,6850,1,UE,mens
3,1,F,30.20404285,4.704541163,0.143224414,9.096787224,FALSE,TRUE,0.257474659,11.4092,0.832,11.2826,1.0562,33.429733,0.33168936,3.88525634,5.179000572,13.9766,1.9496,FALSE,F,0.49761404,TRUE,23,1,UE,mens
9,2,F,25.99839198,0.626133558,2.155176019,7.362587565,FALSE,FALSE,1.570198675,3.2348,0.9196,4.777,0.6244,13.13030299,1.32119751,2.47920537,9.985066233,12.4826,1.991,TRUE,B,1.635256934,TRUE,5416,1,W,mens
4,2,F,36.50363552,0.431910396,0.346328271,2.829232181,FALSE,FALSE,8.097282184,9.2996,4.8032,10.937,3.1268,18.80855745,0.310462553,0.358937403,9.591785198,13.1528,0.0352,FALSE,F,0.949144511,FALSE,7357,1,W,mens
3,1,B,34.05752913,-0.051537509,1.173604546,6.64792691,FALSE,FALSE,2.013356402,12.5098,2.4938,11.6078,0.6938,32.14862984,0.527409698,2.245965819,4.170172827,12.8456,3.3524,FALSE,B,0.473148115,TRUE,4793,1,UE,mens
5,1,B,34.83991919,-0.129355522,0.114773642,7.265900819,TRUE,FALSE,3.071925813,12.7194,1.024,12.1136,1.9876,34.29303994,0.436027615,3.021392132,4.484078692,13.6528,0.8838,TRUE,B,0.456612324,TRUE,3709,1,UE,mens
11,1,B,35.59358002,0.899413158,2.437534282,0.623373575,FALSE,TRUE,1.932771689,13.2118,3.3714,13.8886,1.561,26.12203012,0.604036869,0.765353544,1.990888878,13.063,2.5866,FALSE,B,0.601503513,TRUE,1248,1,UE,mens
6,2,F,32.22927248,1.161468831,0.348490453,0.013880278,TRUE,FALSE,3.592272779,12.8734,2.2166,13.0358,1.372,38.77610251,0.250353319,2.018690747,4.041357756,15.2362,1.6154,TRUE,F,0.454063155,FALSE,7905,1,FE,mens
3,1,B,36.54237429,0.874824587,2.627067808,0.447221584,FALSE,TRUE,2.847746955,13.1218,1.4678,11.2962,0.7178,30.74462757,0.718268643,1.852804559,3.024760523,12.5822,2.7446,FALSE,B,0.474095742,TRUE,2593,1,UE,mens
4,2,B,39.81059523,0.939809113,0.438742674,0.473861173,FALSE,TRUE,1.955241284,13.0588,2.8048,14.9996,2.5676,29.93333377,1.119771853,1.730400021,3.655340769,14.2142,2.471,FALSE,B,0.583600206,FALSE,3360,1,UE,mens
9,1,F,40.46608053,1.149784475,3.634670124,3.173499413,FALSE,TRUE,0.360168016,13.9152,0.7948,13.8776,0.4366,39.2527827,0.585338864,3.023135385,2.057621134,13.571,1.3312,FALSE,F,0.400104777,TRUE,4003,1,UE,mens
4,1,V,37.9830364,-0.032908087,4.110529423,11.707071,FALSE,FALSE,1.790344202,14.9188,1.6598,13.9744,0.1388,32.76674369,0.081120962,2.149380862,5.09820817,9.4472,2.1142,TRUE,F,0.306367944,FALSE,8257,1,FE,mens
6,1,B,36.29707605,-0.160594772,2.177737201,5.735646904,FALSE,FALSE,3.211491068,14.295,2.352,14.5022,0.8528,36.96854408,0.160230205,2.53325016,5.033853266,13.1898,1.9548,TRUE,B,0.415531196,FALSE,584,1,UE,mens
4,1,F,24.7178251,-0.003910876,2.696976597,7.04783002,FALSE,FALSE,0.942996013,13.7038,1.6976,13.178,0.9148,38.05597906,0.260473203,1.689696986,3.303631832,12.3106,0.1146,FALSE,B,0.364375961,FALSE,4073,1,FE,mens
8,1,B,29.15787794,0.486403865,0.413272456,4.074911986,TRUE,FALSE,1.883227283,14.1338,3.228,13.8948,1.36,37.5561255,0.591016812,1.214786547,1.508031526,12.044,3.2572,FALSE,U,0.362983785,FALSE,4735,1,FE,mens
3,2,F,26.21507155,5.876193058,4.760384809,3.090196424,TRUE,TRUE,1.297089742,12.8876,1.6664,12.3264,0.497,36.21056043,0.458279176,2.229025715,3.169974812,11.7154,2.4842,FALSE,U,0.36729721,TRUE,5811,1,UE,mens
4,1,F,41.52622913,0.637050777,0.604296589,4.010821864,TRUE,TRUE,3.486107755,15.8724,1.6566,14.5322,1.5616,43.13015423,0.080186808,1.256144109,5.653233413,13.33,4.1098,FALSE,F,0.423889409,FALSE,2315,1,W,mens
7,1,B,35.09013502,1.024449038,0.062079935,0.322768546,FALSE,TRUE,0.393723253,13.7188,1.5608,13.7534,1.1686,37.63052821,0.40570789,2.681243629,2.619018065,12.8816,1.5272,FALSE,B,0.398714997,TRUE,2403,1,UE,mens
5,1,F,26.64659681,4.597549137,3.543776942,0.051054357,TRUE,FALSE,4.523572013,13.362,3.8506,12.2046,0.5224,32.28371357,0.972332851,0.334950939,2.739674106,13.7056,1.331,TRUE,F,0.507015712,TRUE,7481,1,UE,mens
7,2,B,34.56431163,-0.058044139,1.896520824,7.016665114,FALSE,FALSE,0.895547587,13.7666,1.3806,13.3298,0.5988,36.21181087,0.847834735,2.519825809,1.544752014,13.7102,1.3038,FALSE,B,0.444053554,TRUE,2973,1,UE,mens
4,1,F,38.82784831,0.059596868,3.186591092,3.854799513,FALSE,FALSE,7.938883554,5.574,0.3512,13.4918,0.227,10.30097058,1.03926717,3.022026173,8.566241131,7.1616,0.622,FALSE,B,0.868012115,FALSE,329,1,W,mens
12,1,F,35.25567068,1.291911496,1.563626403,0.356855082,FALSE,TRUE,3.658567938,11.4926,4.2862,12.7382,0.8462,31.76625964,0.462816642,2.363096329,6.211446202,15.3234,2.8916,FALSE,B,0.597066493,FALSE,6773,1,UE,mens
6,1,B,31.05917919,0.710103339,1.391088707,1.476157308,FALSE,FALSE,7.343299359,7.4066,0.9668,14.7498,1.005,17.88875371,1.10613667,2.092570879,6.94402464,13.6102,1.5196,TRUE,F,1.01809511,FALSE,8398,1,W,mens
3,2,F,36.28301276,0.287207521,1.013261082,4.052201169,FALSE,FALSE,2.694081283,13.6784,0.943,12.1248,1.258,38.47308578,0.561019387,1.842310745,2.584957275,11.8342,4.3382,FALSE,F,0.338458799,TRUE,8798,1,W,mens
3,2,B,25.34950346,0.601466158,0.237952602,2.682520184,FALSE,FALSE,3.468791496,13.0034,4.23,11.9944,0.9112,31.27174355,0.685244674,0.137315064,3.690419243,11.65,2.6722,FALSE,U,0.438106849,TRUE,8852,1,W,mens
5,2,B,21.73303825,3.48409864,3.391268895,0.626171588,FALSE,TRUE,1.340364846,11.7496,1.892,12.9392,2.5096,23.37583413,0.376501207,2.091290999,4.180112355,6.7684,0.568,FALSE,B,0.291545695,TRUE,4120,1,FE,mens
10,2,B,32.6401549,-0.256448869,2.446144872,8.210192148,FALSE,FALSE,2.656877701,13.1282,1.948,13.2168,0.7074,34.64142234,0.789023868,1.900710481,1.915193033,14.1198,1.7936,TRUE,B,0.49173178,FALSE,6673,1,UE,mens
5,1,B,26.96767507,2.357544809,3.634702179,1.262311217,FALSE,TRUE,0.87948394,13.8842,1.2412,13.4718,0.4644,39.24887252,0.631720833,2.621671996,0.031408991,12.2122,2.0898,FALSE,B,0.344897719,TRUE,4542,1,FE,mens
4,1,B,33.80044735,-0.385769148,2.826114629,9.176876857,FALSE,FALSE,3.092496888,13.9198,3.187,13.5558,0.116,34.56762685,0.187293954,1.542008234,3.839947461,11.1024,0.5362,FALSE,B,0.355824218,FALSE,1914,1,FE,mens
5,2,F,35.8259754,-0.100284196,2.286802107,6.924318595,FALSE,FALSE,4.661122976,13.7542,2.0052,13.4564,2.6464,33.85645942,0.56852077,1.290719012,2.120550545,13.0526,1.5242,FALSE,U,0.443478009,TRUE,1009,1,FE,mens
6,2,F,16.73144872,0.241957472,1.739016854,7.75972667,FALSE,FALSE,3.532914966,7.2612,2.1198,10.0572,0.0398,33.0504486,0.75336245,1.056838632,4.865275697,15.0608,3.0452,FALSE,V,0.541062846,FALSE,2744,1,W,mens
3,2,B,35.35841267,0.60308218,0.117841437,0.831332821,TRUE,FALSE,1.951611857,12.0402,2.9904,12.2124,1.0464,28.98474314,0.853496175,2.072443241,4.957106878,12.291,4.4952,FALSE,U,0.506178258,TRUE,4124,1,UE,mens
3,1,F,30.82413141,0.682586285,0.910917144,4.060767492,TRUE,FALSE,2.632752453,13.4406,0.9214,11.3884,0.7278,30.86283635,1.337836171,4.107799342,0.116744003,12.805,2.8426,FALSE,B,0.489240051,TRUE,8239,1,FE,mens
9,1,B,36.73041087,-0.02435297,2.216177612,6.334004502,FALSE,FALSE,0.415937736,13.693,0.0642,13.3962,0.3556,33.93032842,0.622896155,3.820588736,3.405097587,13.2724,1.0038,FALSE,B,0.455147013,TRUE,4108,1,UE,mens
6,1,F,39.0848052,0.468581134,0.611015906,2.429767945,FALSE,FALSE,4.550084329,12.045,1.1702,13.1358,3.2472,28.37323897,0.679405077,2.906136715,4.856865785,12.8412,1.2956,TRUE,F,0.543636809,FALSE,5299,1,W,mens
7,1,B,38.41472362,0.825324451,2.534211701,0.380833487,FALSE,TRUE,2.112730716,13.7236,3.106,12.8468,1.1838,32.68635905,0.747843358,1.316865568,2.41643591,12.0004,2.4894,FALSE,B,0.420500721,TRUE,4343,1,UE,mens
6,1,B,34.40423364,-0.286773643,3.723966001,8.452532001,FALSE,FALSE,2.340739994,13.1374,3.574,13.6048,1.2804,36.90086571,0.407797399,1.412344101,4.003501487,12.5388,2.8914,FALSE,B,0.406317323,FALSE,1024,1,UE,mens
5,2,F,37.00579755,0.603442395,0.430311746,0.865100423,TRUE,FALSE,3.534624286,11.7362,3.2134,12.9952,0.0894,24.58493365,0.562188559,2.542738411,3.693256526,13.6456,2.2694,TRUE,B,0.658053596,TRUE,7368,1,UE,mens
3,1,B,37.42207439,-0.056080411,1.821110782,7.488547275,FALSE,FALSE,2.047795498,10.5564,1.0814,11.4052,0.7822,18.28477429,3.139089358,2.323941648,3.779432672,12.7944,2.4582,FALSE,B,0.912581225,TRUE,4048,1,UE,mens
4,1,B,31.46081409,1.107213146,3.213889107,2.178708493,FALSE,TRUE,0.62011228,12.6234,3.272,12.6352,2.652,35.86701919,0.294543122,0.724800811,2.070437616,12.319,3.3714,FALSE,B,0.399316235,FALSE,7818,1,FE,mens
3,1,F,40.60766391,0.391042561,2.014325569,3.923900787,FALSE,FALSE,1.251304871,11.3414,2.4068,11.3576,1.1556,24.45012339,1.248505072,2.24125714,4.859765274,12.4608,5.014,FALSE,F,0.617526109,TRUE,5748,1,W,mens
4,2,F,29.17079366,-0.18351209,1.242757384,8.445978818,FALSE,FALSE,3.325946079,13.2126,0.208,11.805,3.2214,35.89326385,0.121193656,2.824594394,3.901835342,12.328,2.7548,FALSE,U,0.390235719,FALSE,5451,1,UE,mens
3,1,F,41.47308915,0.358214561,0.400559595,2.874798866,FALSE,FALSE,0.673258346,12.1636,1.3812,11.8124,0.8068,27.77882614,0.896232503,2.45094191,4.152773834,13.447,2.7806,FALSE,F,0.570297077,TRUE,5777,1,W,mens
5,1,U,9.55217706,1.316998882,1.775327239,8.078278905,FALSE,FALSE,2.806239512,3.644,0.177,5.1218,2.5626,15.31974076,1.361814188,3.785118316,9.385608006,13.9998,1.3868,TRUE,B,1.524905393,TRUE,6230,1,W,mens
3,2,F,38.31176885,1.332815261,2.741779309,2.281247177,FALSE,TRUE,2.85486998,13.6434,1.6768,11.9722,0.6378,27.34368532,1.249883381,3.179863621,2.016390736,12.564,3.395,FALSE,U,0.537707421,TRUE,7019,1,UE,mens
21,2,B,24.53179346,0.586407919,2.04182006,4.481518575,FALSE,FALSE,0.348236069,13.3534,1.6968,13.6154,1.4674,38.69804226,0.575236492,2.104011391,2.357623171,13.385,0.6074,TRUE,B,0.407879369,TRUE,333,1,UE,mens
4,2,F,39.12822729,0.560537137,0.296058704,2.203972619,TRUE,FALSE,4.97217188,10.3164,3.2486,11.3822,1.608,19.2072774,2.542022503,2.571150009,3.185483651,13.5682,1.948,TRUE,B,0.949171348,FALSE,1509,1,UE,mens
